,accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription
950,0001181431-11-056781,2011-11-17,2011-11-15,2011-11-17T17:13:51.000Z,,4,,,,5488,0,0,xslF345X03/rrd325756.xml,FORM 4: R. IGER 11/15/11 RSU GRANT
951,0001181431-11-056623,2011-11-16,2011-11-15,2011-11-16T18:35:38.000Z,,3,,,,7514,0,0,xslF345X02/rrd325752.xml,FORM 3: R. IGER 11/15/11
952,0001181431-11-056354,2011-11-16,2011-11-15,2011-11-16T06:04:08.000Z,34,8-K,000-10030,111208666,5.02,12623,0,0,rrd325897.htm,
953,0001181431-11-054907,2011-11-04,2011-11-02,2011-11-04T17:15:12.000Z,,4,,,,5470,0,0,xslF345X03/rrd324796.xml,FORM 4: S. FORSTALL 11/2/10 RSU GRANT
954,0001181431-11-054906,2011-11-04,2011-11-02,2011-11-04T17:14:49.000Z,,4,,,,5478,0,0,xslF345X03/rrd324799.xml,FORM 4:  R. MANSFIELD 11/2/10 RSU GRANT
955,0001181431-11-054904,2011-11-04,2011-11-02,2011-11-04T17:14:25.000Z,,4,,,,5484,0,0,xslF345X03/rrd324800.xml,FORM 4:  P. OPPENHEIMER 11/2/10 RSU GRANT
956,0001181431-11-054903,2011-11-04,2011-11-02,2011-11-04T17:13:52.000Z,,4,,,,5474,0,0,xslF345X03/rrd324802.xml,FORM 4:  P. SCHILLER 11/2/10 RSU GRANT
957,0001181431-11-054902,2011-11-04,2011-11-02,2011-11-04T17:13:29.000Z,,4,,,,5453,0,0,xslF345X03/rrd324804.xml,FORM 4:  J. WILLIAMS 11/2/10 RSU GRANT
958,0001181431-11-054900,2011-11-04,2011-11-02,2011-11-04T17:12:59.000Z,,4,,,,5414,0,0,xslF345X03/rrd324808.xml,FORM 4:  D. BRUCE SEWELL 11/2/10 RSU GRANT
959,0001181431-11-054881,2011-11-04,2011-11-02,2011-11-04T16:56:39.000Z,,4,,,,5450,0,0,xslF345X03/rrd324813.xml,FORM 4: E. CUE 11/02/2011 RSU GRANT
960,0001181431-11-054626,2011-11-03,2011-11-01,2011-11-03T19:01:27.000Z,,4,,,,5705,0,0,xslF345X03/rrd324236.xml,FORM 4: A. LEVINSON 11/1/2011 10B5-1 PLAN SHARE DISPOSITION
961,0001181431-11-054625,2011-11-03,2011-11-01,2011-11-03T19:01:04.000Z,,4,,,,22851,0,0,xslF345X03/rrd324225.xml,FORM 4: J. WILLIAMS 11/1/11 & 11/2/11 10B5-1 SALES
962,0001193125-11-282113,2011-10-26,2011-09-24,2011-10-26T16:35:25.000Z,34,10-K,000-10030,111159350,,9435428,1,0,d220209d10k.htm,FORM 10-K
963,0001181431-11-053335,2011-10-24,2011-10-21,2011-10-24T19:02:01.000Z,,4,,,,4819,0,0,xslF345X03/rrd324114.xml,FORM 4 B. RAFAEL 10/21/11 DISPOSITION OF SHARES
964,0001181431-11-053173,2011-10-20,2011-10-15,2011-10-20T19:03:24.000Z,,4,,,,13011,0,0,xslF345X03/rrd322662.xml,FORM 4: E. CUE 10/18/2011 RSU VEST
965,0001181431-11-053172,2011-10-20,2011-10-18,2011-10-20T19:00:39.000Z,,4,,,,25001,0,0,xslF345X03/rrd322715.xml,FORM 4:  J. WILLIAMS 10/18/2011 RSU VEST AND 10/19/2011 10B5-1 SALE
966,0001181431-11-053007,2011-10-18,2011-10-15,2011-10-18T19:01:49.000Z,,4,,,,23017,0,0,xslF345X03/rrd322657.xml,FORM 4:  J. WILLIAMS 10/15/2011 RSU VEST AND 10/17/2011 10B5-1 SALE
967,0001181431-11-053006,2011-10-18,2011-10-15,2011-10-18T19:01:19.000Z,,4,,,,15693,0,0,xslF345X03/rrd322655.xml,FORM 4: B. RAFAEL 10/15/2011 RSU VEST
968,0001181431-11-053005,2011-10-18,2011-10-15,2011-10-18T19:00:52.000Z,,4,,,,14335,0,0,xslF345X03/rrd322659.xml,FORM 4: E. CUE 10/15/2011 RSU VEST
969,0001193125-11-273826,2011-10-18,2011-10-18,2011-10-18T16:31:02.000Z,34,8-K,000-10030,111146020,"2.02,9.01",219687,0,0,d244527d8k.htm,FORM 8-K
970,0001181431-11-052637,2011-10-12,2011-10-10,2011-10-12T19:01:27.000Z,,4,,,,5413,0,0,xslF345X03/rrd322656.xml,FORM 4: B. RAFAEL 10/10/11 RSU GRANT
971,0001181431-11-052636,2011-10-12,2011-10-11,2011-10-12T19:01:00.000Z,,4,,,,8202,0,0,xslF345X03/rrd323717.xml,FORM 4: J. WILLIAMS 10/11/11 10B5-1 SALE
972,0001181431-11-051976,2011-10-06,2011-10-05,2011-10-06T06:29:36.000Z,34,8-K,000-10030,111128218,8.01,13631,0,0,rrd323437.htm,
973,0001181431-11-051653,2011-10-04,2011-10-03,2011-10-04T18:52:21.000Z,,4,,,,17545,0,0,xslF345X03/rrd322373.xml,FORM 4: J. WILLIAMS 10/3/11 10B5-1 SALE
974,0001181431-11-050387,2011-09-23,2011-09-21,2011-09-23T18:50:43.000Z,,4,,,,19361,0,0,xslF345X03/rrd321967.xml,FORM 4:  D. BRUCE SEWELL 09/21/11 RSU GRANT & VEST; 9/22/11 10B5-1 DISPOSITION
975,0001181431-11-049883,2011-09-19,2011-09-16,2011-09-19T19:17:52.000Z,,4,,,,8207,0,0,xslF345X03/rrd318902.xml,FORM 4: J. WILLIAMS 9/16/11 10B5-1 SALE
976,0001181431-11-049129,2011-09-13,2011-09-11,2011-09-13T19:00:55.000Z,,4,,,,8459,0,0,xslF345X03/rrd321379.xml,FORM 4: B. RAFAEL 9/11/2011 RSU VEST
977,0001181431-11-048012,2011-09-02,2011-09-01,2011-09-02T18:46:49.000Z,,4,,,,16144,0,0,xslF345X03/rrd320911.xml,FORM 4: J. WILLIAMS 9/1/11 10B5-1 SALE
978,0001181431-11-048011,2011-09-02,2011-09-02,2011-09-02T18:46:21.000Z,,4,,,,5360,0,0,xslF345X03/rrd321009.xml,FORM 4: E. CUE 09/02/2011 RSU GRANT
979,0001181431-11-048010,2011-09-02,2011-09-01,2011-09-02T18:46:02.000Z,,3,,,,13253,0,0,xslF345X02/rrd321008.xml,FORM 3: E. CUE 09/01/11
980,0001181431-11-047180,2011-08-26,2011-08-24,2011-08-26T17:08:53.000Z,,4,,,,5525,0,0,xslF345X03/rrd320669.xml,FORM 4:  T. COOK 08/24/11 RSU GRANT
981,0001181431-11-047179,2011-08-26,2011-08-24,2011-08-26T17:07:55.000Z,34,8-K,000-10030,111060639,5.02,13278,0,0,rrd320651.htm,
982,0000000000-11-049720,2011-08-17,,2011-08-17T11:48:23.000Z,,UPLOAD,,,,45440,0,0,filename1.pdf,
983,0001181431-11-044486,2011-08-08,2011-08-05,2011-08-08T19:44:02.000Z,,4,,,,4533,0,0,xslF345X03/rrd319260.xml,FORM 4: P. OPPENHEIMER - 8/5/11 CHARITABLE GIFT
984,0001181431-11-043491,2011-08-02,2011-08-01,2011-08-02T19:04:11.000Z,,4,,,,14277,0,0,xslF345X03/rrd317919.xml,FORM 4: J. WILLIAMS 8/1/11 10B5-1 SALE
985,0001181431-11-043490,2011-08-02,2011-07-29,2011-08-02T19:03:30.000Z,,4,,,,4954,0,0,xslF345X03/rrd318761.xml,FORM 4: D. SEWELL 7/29/11 ESPP PURCHASE
986,0001181431-11-043489,2011-08-02,2011-07-29,2011-08-02T19:03:09.000Z,,4,,,,4945,0,0,xslF345X03/rrd318766.xml,FORM 4: B. RAFAEL 7/29/11 ESPP PURCHASE
987,0001193125-11-204317,2011-08-01,,2011-08-01T14:08:04.000Z,,CORRESP,,,,21139,0,0,filename1.htm,
988,0001181431-11-042679,2011-07-27,2011-07-25,2011-07-27T19:03:01.000Z,,4,,,,8472,0,0,xslF345X03/rrd317649.xml,FORM 4: B. CAMPBELL 7/25/11 10B5-1 SALE
989,0001181431-11-042678,2011-07-27,2011-07-25,2011-07-27T19:02:33.000Z,,4,,,,13038,0,0,xslF345X03/rrd318361.xml,FORM 4: J. WILLIAMS 7/25/11 10B5-1 SALE
990,0001181431-11-041811,2011-07-20,2011-07-19,2011-07-20T18:30:32.000Z,,4,,,,8209,0,0,xslF345X03/rrd318002.xml,FORM 4: J. WILLIAMS 7/19/11 10B5-1 SALE
991,0001193125-11-192493,2011-07-20,2011-06-25,2011-07-20T16:32:13.000Z,34,10-Q,000-10030,11977855,,6240043,1,0,d10q.htm,FORM 10-Q
992,0000000000-11-043806,2011-07-19,,2011-07-19T20:19:38.000Z,,UPLOAD,,,,47846,0,0,filename1.pdf,
993,0001193125-11-191368,2011-07-19,2011-07-19,2011-07-19T16:29:56.000Z,34,8-K,000-10030,11975493,"2.02,9.01",216929,0,0,d8k.htm,FORM 8-K
994,0001193125-11-186548,2011-07-12,,2011-07-12T12:18:57.000Z,,CORRESP,,,,41220,0,0,filename1.htm,
995,0001181431-11-040617,2011-07-07,2011-07-06,2011-07-07T19:16:50.000Z,,4,,,,8200,0,0,xslF345X03/rrd317294.xml,FORM 4: J. WILLIAMS 7/6/11 10B5-1 SALE
996,0001181431-11-039942,2011-07-05,2011-07-01,2011-07-05T19:53:49.000Z,,4,,,,16140,0,0,xslF345X03/rrd316352.xml,FORM 4: J. WILLIAMS 7/1/11 10B5-1 SALE
997,0000000000-11-039549,2011-06-29,,2011-06-29T05:03:17.000Z,,UPLOAD,,,,59238,0,0,filename1.pdf,
998,0001181431-11-036782,2011-06-15,2011-06-12,2011-06-15T17:12:37.000Z,34,8-K,000-10030,11913478,5.02,11570,0,0,rrd315219.htm,R. JOHNSON
999,0001181431-11-034500,2011-06-02,2011-06-01,2011-06-02T20:59:07.000Z,,4,,,,15210,0,0,xslF345X03/rrd313226.xml,FORM 4: J. WILLIAMS 6/1/11 10B5-1 SALE
